% Model:              20240422_3B_ideal_sweep.mph
% Version:            COMSOL 6.3.0.420
% Date:               Jan 14 2026, 18:43
% Table:              Table 2 - 
% freq                                            neff                                              mode_overlap                                      A_eff                                             overlap
2.195979754850000E14                              1.420302272586724E0-7.752859261574963E-4i         0.000000000000000E0                               1.541440470246025E-10                             -4.420272940123862E-3+2.636296286949899E-3i
2.195979754850000E14                              1.421648105943009E0-6.825900017286285E-4i         0.000000000000000E0                               9.446215231412032E-11                             -1.075837942716780E-1-3.245449617057880E-1i
2.195979754850000E14                              1.422493457959545E0-4.615210809216819E-4i         0.000000000000000E0                               1.234482037398635E-10                             2.115496763778050E-4-1.741889010622025E-4i
2.195979754850000E14                              1.422541696515641E0-4.543976288229094E-4i         0.000000000000000E0                               1.242104392964514E-10                             3.486709893888014E-4-6.380625355452655E-4i
2.195979754850000E14                              1.426185639513639E0-2.813599228229864E-5i         1.000000000000000E0                               1.394183449431854E-11                             8.034489626302399E-1+5.211164312324646E-2i
2.218464189200000E14                              1.420715499077643E0-7.550447168249507E-4i         0.000000000000000E0                               1.365225076903747E-10                             2.204027563906415E-3-7.462577764494053E-3i
2.218464189200000E14                              1.422065065970146E0-6.705688191297000E-4i         0.000000000000000E0                               9.539736353695172E-11                             -1.387184002633735E-1-3.068683616979690E-1i
2.218464189200000E14                              1.422870044360423E0-4.412282078102743E-4i         0.000000000000000E0                               1.219420410349174E-10                             8.314576148484576E-4+4.269704704153432E-4i
2.218464189200000E14                              1.422915566370280E0-4.380532750955229E-4i         0.000000000000000E0                               1.230485649632276E-10                             -1.139373975324040E-3+2.356468532661619E-4i
2.218464189200000E14                              1.426547892011693E0-2.577651445391329E-5i         1.000000000000000E0                               1.343691366146808E-11                             8.099153763492507E-1+4.915079559252841E-2i
2.240948623550000E14                              1.421130283331616E0-7.325022404206121E-4i         0.000000000000000E0                               1.351823388416576E-10                             2.265986219192880E-3-6.730954075448871E-3i
2.240948623550000E14                              1.422478213451875E0-6.481094376946575E-4i         0.000000000000000E0                               9.553950036216884E-11                             -1.210596546359465E-1-3.098542802115767E-1i
2.240948623550000E14                              1.423238990405621E0-4.286971159755285E-4i         0.000000000000000E0                               1.211657447012494E-10                             4.989019827690065E-4+1.014070885593341E-3i
2.240948623550000E14                              1.423283232427043E0-4.277349036916167E-4i         0.000000000000000E0                               1.224983659264886E-10                             6.618172843145336E-4-3.246281271329764E-4i
2.240948623550000E14                              1.426905080203043E0-2.350748354269745E-5i         1.000000000000000E0                               1.295114283468971E-11                             8.162292355479527E-1+4.853785206024988E-2i
2.263433057900000E14                              1.421550030394353E0-7.115031670301693E-4i         0.000000000000000E0                               1.503433004873989E-10                             -4.635348515902310E-3+1.925157294133127E-3i
