% Model:              20240422_3B_SEM_sweep_reduced.mph
% Version:            COMSOL 6.3.0.420
% Date:               Nov 26 2025, 14:18
% Table:              Table 1 - 
% freq                                            neff                                              mode_overlap                                      A_eff                                             overlap
1.836228805250000E14                              1.416441352690569E0-4.556554888359038E-4i         0.000000000000000E0                               5.892294567188700E-12                             -1.180389859980107E-1+1.700750316729825E-1i
1.836228805250000E14                              1.416495320484072E0-4.617813153891192E-4i         0.000000000000000E0                               5.892294567188700E-12                             -5.838891280137899E-2-5.651183713896447E-3i
1.836228805250000E14                              1.421065957009813E0-4.406636664820408E-5i         1.000000000000000E0                               5.892294567188700E-12                             3.922571199018661E-1-6.128135372845414E-1i
1.836228805250000E14                              1.421136810537474E0-4.421420737682159E-5i         0.000000000000000E0                               5.892294567188700E-12                             -2.648165984374443E-2-8.908594967801820E-2i
1.858713239600000E14                              1.416576697876260E0-3.963432679106813E-4i         0.000000000000000E0                               5.892294567188700E-12                             -3.949506141648783E-3+1.400429889229021E-3i
1.858713239600000E14                              1.416948729186743E0-4.375801729640452E-4i         0.000000000000000E0                               5.892294567188700E-12                             -1.104467086439967E-1+1.781974935712555E-1i
1.858713239600000E14                              1.417005402771146E0-4.489456070278575E-4i         0.000000000000000E0                               5.892294567188700E-12                             -5.275217274613929E-2+9.534091659652178E-3i
1.858713239600000E14                              1.421517429110764E0-4.058667214431855E-5i         1.000000000000000E0                               5.892294567188700E-12                             5.514043819952658E-1-4.853340211151174E-1i
1.858713239600000E14                              1.421587509097695E0-4.053777851430574E-5i         0.000000000000000E0                               5.892294567188700E-12                             -2.969677756372902E-2-8.338576690186136E-2i
1.881197673950000E14                              1.417068195780911E0-3.801333545586345E-4i         0.000000000000000E0                               5.892294567188700E-12                             -4.006934795429119E-3+1.276573616769576E-3i
1.881197673950000E14                              1.417452522091655E0-4.265262102579112E-4i         0.000000000000000E0                               5.892294567188700E-12                             -1.194539519443546E-1+1.660374311821719E-1i
1.881197673950000E14                              1.417498515342037E0-4.310563622527190E-4i         0.000000000000000E0                               5.892294567188700E-12                             -7.261624397767755E-2-8.075306570376788E-3i
1.881197673950000E14                              1.421963135219137E0-3.715213689094526E-5i         1.000000000000000E0                               5.892294567188700E-12                             5.645646320123552E-1-4.799001796089307E-1i
1.881197673950000E14                              1.422032168170530E0-3.731369174782890E-5i         0.000000000000000E0                               5.892294567188700E-12                             -4.910183397080049E-2-7.417205692779204E-2i
1.903682108300000E14                              1.417549921797022E0-3.649485833862974E-4i         0.000000000000000E0                               5.892294567188700E-12                             -4.116599627247857E-3+1.322710783192480E-3i
1.903682108300000E14                              1.417940515827830E0-4.137101406107025E-4i         0.000000000000000E0                               5.892294567188700E-12                             -1.130985482218137E-1+1.703673599412414E-1i
1.903682108300000E14                              1.417985247849259E0-4.152812757030273E-4i         0.000000000000000E0                               5.892294567188700E-12                             -7.574252352466977E-2-1.070189556358704E-2i
1.903682108300000E14                              1.422399780805259E0-3.412183699595855E-5i         1.000000000000000E0                               5.892294567188700E-12                             6.296365289208504E-1-4.031991966540002E-1i
1.903682108300000E14                              1.422467501354794E0-3.427442548162894E-5i         0.000000000000000E0                               5.892294567188700E-12                             -2.897759507522004E-2-8.041107436902115E-2i
1.926166542650000E14                              1.418020185942094E0-3.505762157656132E-4i         0.000000000000000E0                               5.892294567188700E-12                             -4.329881404657851E-3+1.586040012905357E-3i
1.926166542650000E14                              1.418419082726766E0-4.003894408971660E-4i         0.000000000000000E0                               5.892294567188700E-12                             -1.132506003811754E-1+1.692921516670400E-1i
1.926166542650000E14                              1.418461806461816E0-4.010279014421538E-4i         0.000000000000000E0                               5.892294567188700E-12                             -7.893760848167486E-2-1.549595944876963E-2i
